,Station_ID,Station_name,Latitude,Longitude,Ville,Pays
628,ES1771A,ES1771A-PONFERRADA 3 NUEVA,42.557777,-6.625000,PONFERRADA,ES
629,ES1772A,ES1772A-BARRANCO HONDO,28.395000,-16.356389,CANDELARIA,ES
630,ES1773A,ES1773A-T2-CUBELLES,41.202222,1.672222,CUBELLES,ES
631,ES1774A,ES1774A-BH-TONA,41.836666,2.215833,TONA,ES
632,ES1775A,ES1775A-AJUNTAMENT,41.610556,2.137222,SENTMENAT,ES
633,ES1776A,ES1776A-SANTA COLOMA DE GRAMENET,41.453889,2.209167,SANTA COLOMA DE GRAMENET,ES
634,ES1777A,ES1777A-PONT DE VILOMARA I ROCAFORT,41.703611,1.873333,PONT DE VILOMARA I ROCAFORT (E,ES
635,ES1778A,ES1778A-MONTSENY (LA CASTANYA),41.760000,2.583333,MONTSENY,ES
636,ES1779A,ES1779A-ARRÚBAL,42.438889,-2.250278,ARRÚBAL,ES
637,ES1780A,ES1780A-Q9-FIGOLS,42.180000,1.836111,FÍGOLS,ES
638,ES1781A,ES1781A-JEREZ-CHAPMN,36.688550,-6.117239,JEREZ DE LA FRONTERA,ES
639,ES1782A,ES1782A-BARCELONA (C/LLUMS SOLE I SABARI),41.384724,2.119192,BARCELONA,ES
640,ES1783A,ES1783A-SA VINYETA - INCA,39.715556,2.919444,INCA,ES
641,ES1785A,ES1785A-BENAHADUX,36.923100,-2.463219,BENAHADUX,ES
642,ES1786A,ES1786A-EL BOTICARIO,36.864950,-2.390500,ALMERÍA,ES
643,ES1787A,ES1787A-SANT VICENT DEL RASPEIG,38.397222,-0.527500,SAN VICENTE DEL RASPEIG/SANT V,ES
644,ES1788A,ES1788A-IM-GAVÁ,41.304443,1.992786,GAVÀ,ES
645,ES1789A,ES1789A-BG-GIRONA,41.986111,2.811667,GIRONA,ES
646,ES1790A,ES1790A-PONFERRADA 4,42.542778,-6.584722,PONFERRADA,ES
647,ES1791A,ES1791A-VALVERDE,37.579781,-6.755550,VALVERDE DEL CAMINO,ES
648,ES1792A,ES1792A-MAZAGON,37.133789,-6.807450,MOGUER,ES
649,ES1793A,ES1793A-EL ARENOSILLO,37.104089,-6.734081,MOGUER,ES
650,ES1794A,ES1794A-CARTAYA,37.304639,-7.150181,CARTAYA,ES
651,ES1795A,ES1795A-Q8-CERCS (SANT JORDI),42.151111,1.859167,CERCS,ES
652,ES1796A,ES1796A-PASEOS UNIVERSITARIOS,37.184444,-3.607500,GRANADA,ES
653,ES1797A,ES1797A-BURRIANA RESIDENCIA,39.895000,-0.087778,BURRIANA,ES
654,ES1798A,ES1798A-LA GRELA,43.354167,-8.424722,CORUÑA (A),ES
655,ES1799A,ES1799A-LEPANTO,37.892611,-4.762339,CÓRDOBA,ES
656,ES1800A,ES1800A-ASOMADILLA,37.902739,-4.779581,CÓRDOBA,ES
657,ES1801A,ES1801A-ARGANDA DEL REY,40.300833,-3.458889,ARGANDA DEL REY,ES
658,ES1802A,ES1802A-EL ATAZAR,40.910278,-3.466667,ATAZAR (EL),ES
659,ES1803A,ES1803A-COLLADO VILLALBA,40.633889,-4.013333,COLLADO VILLALBA,ES
660,ES1804A,ES1804A-GETAFE,40.324722,-3.714167,GETAFE,ES
661,ES1805A,ES1805A-GUADALIX DE LA SIERRA,40.780833,-3.702500,GUADALIX DE LA SIERRA,ES
662,ES1806A,ES1806A-ORUSCO DE TAJUÑA,40.286944,-3.222222,ORUSCO DE TAJUÑA,ES
663,ES1807A,ES1807A-RIVAS-VACIAMADRID,40.360000,-3.542222,RIVAS-VACIAMADRID,ES
664,ES1808A,ES1808A-SAN MARTIN DE VALDEIGLESIAS,40.368889,-4.396944,SAN MARTÍN DE VALDEIGLESIAS,ES
665,ES1809A,ES1809A-VALDEMORO,40.185278,-3.679722,VALDEMORO,ES
666,ES1810A,ES1810A-VILLA DEL PRADO,40.251944,-4.274722,VILLA DEL PRADO,ES
667,ES1811A,ES1811A-VILLAREJO DE SALVANES,40.167222,-3.276667,VILLAREJO DE SALVANÉS,ES
668,ES1812A,ES1812A-BI-ALCOVER,41.280278,1.181111,ALCOVER,ES
669,ES1813A,ES1813A-BJ- GUIAMETS,41.102500,0.756111,GUIAMETS (ELS),ES
670,ES1814A,ES1814A-EA-MOLLET,41.551111,2.213056,MOLLET DEL VALLÈS,ES
671,ES1815A,ES1815A-EB-VILAFRANCA DEL PENEDÈS,41.348611,1.687778,VILAFRANCA DEL PENEDÈS,ES
672,ES1816A,ES1816A-EC-MATARÓ,41.548889,2.444444,MATARÓ,ES
673,ES1817A,ES1817A-ED-SANTA PERPETUA DE MOGODA,41.530000,2.185556,SANTA PERPÈTUA DE MOGODA,ES
674,ES1818A,ES1818A-TOLEDO2,39.868056,-4.020833,TOLEDO,ES
675,ES1819A,ES1819A-MERIDA,38.907500,-6.338056,MÉRIDA,ES
676,ES1820A,ES1820A-ZAFRA,38.429167,-6.395000,ZAFRA,ES
677,ES1821A,ES1821A-ARCOS,36.739750,-5.743719,ARCOS DE LA FRONTERA,ES
678,ES1822A,ES1822A-PRADO REY,36.794489,-5.531619,PRADO DEL REY,ES
679,ES1823A,ES1823A-CAMPUS DE CARTUJA,37.196114,-3.594444,GRANADA,ES
680,ES1824A,ES1824A-LAS FUENTEZUELAS,37.784439,-3.810319,JAÉN,ES
681,ES1825A,ES1825A-SANT ANTONI DE PORTMANY,38.994444,1.310000,SANT ANTONI DE PORTMANY,ES
682,ES1826A,ES1826A-PATERNA-CEAM,39.551389,-0.460833,PATERNA,ES
683,ES1827A,ES1827A-HOSPITAL JOAN MARCH,39.678889,2.687778,BUNYOLA,ES
684,ES1828A,ES1828A-CIUTADELLA DE MENORCA,40.010556,3.857500,CIUTADELLA DE MENORCA,ES
685,ES1829A,ES1829A-PARC BIT-PALMA,39.634722,2.630556,PALMA DE MALLORCA,ES
686,ES1831A,ES1831A-TORRENT-SANTA EULALIA,38.943056,1.430556,SANTA EULALIA DEL RÍO,ES
687,ES1832A,ES1832A-CEMENTOS PORTLAND 1,41.932778,-4.470000,VENTA DE BAÑOS,ES
688,ES1833A,ES1833A-CEMENTOS PORTLAND 2,41.948056,-4.465833,VENTA DE BAÑOS,ES
689,ES1834A,ES1834A-CASTELLÓ-PATRONAT D'ESPORTS,39.988889,-0.026111,CASTELLÓN DE LA PLANA/CASTELLÓ,ES
690,ES1835A,ES1835A-LA JOYA,36.950000,-1.961481,NÍJAR,ES
691,ES1836A,ES1836A-LAS FUENTES,41.642223,-0.861944,ZARAGOZA,ES
692,ES1837A,ES1837A-CENTRO,41.648333,-0.883894,ZARAGOZA,ES
693,ES1838A,ES1838A-ALGETE,40.593333,-3.503056,ALGETE,ES
694,ES1839A,ES1839A-CAL MASAVEU,41.619444,2.087222,CASTELLAR DEL VALLÈS,ES
695,ES1840A,ES1840A-MANLLEU-IES ANTONI POUS I ARGILA,42.004722,2.275000,MANLLEU,ES
696,ES1841A,ES1841A-MATARO-LABORATORI D'AIGES,41.551111,2.436944,MATARÓ,ES
697,ES1842A,ES1842A-TIANA,41.483333,2.270000,TIANA,ES
698,ES1843A,ES1843A-IES GUILLEM DE BERGUEDA,42.104167,1.859167,BERGA,ES
699,ES1844A,ES1844A-QB- VALLCEBRE,42.205833,1.820000,VALLCEBRE,ES
700,ES1845A,ES1845A-PZA. DEL CASTILLO,36.996781,-1.895350,CARBONERAS,ES
701,ES1846A,ES1846A-BURGOS5,42.345556,-3.721111,BURGOS,ES
702,ES1847A,ES1847A-AGOST,38.436389,-0.638056,AGOST,ES
703,ES1848A,ES1848A-CASPE,41.228889,-0.031389,CASPE,ES
704,ES1849A,ES1849A-ELX-PARC DE BOMBERS,38.259167,-0.717500,ELCHE/ELX,ES
705,ES1850A,ES1850A-GIRONA(MERCAT DEL LLEÓ),41.981111,2.823889,GIRONA,ES
706,ES1851A,ES1851A-BK-BERGA (POLIESPORTIU),42.097778,1.848333,BERGA,ES
707,ES1852A,ES1852A-IES GOYA,41.421111,2.169722,BARCELONA,ES
708,ES1853A,ES1853A-CLARIANA,41.245000,1.617778,CASTELLET I LA GORNAL,ES
709,ES1854A,ES1854A-R4-VANDELLÓS I L'HOSPITALET(ELS DEDALTS),41.008335,0.831389,VANDELLÒS I L'HOSPITALET DE L',ES
710,ES1855A,ES1855A-VIVER D'EMPRESES,41.009444,0.912778,VANDELLÒS I L'HOSPITALET DE L',ES
711,ES1856A,ES1856A-IN-BARCELONA(VALL DHEBRON),41.426111,2.148056,BARCELONA,ES
712,ES1857A,ES1857A-CIUDAD REAL,38.993889,-3.937778,CIUDAD REAL,ES
713,ES1858A,ES1858A-CUENCA,40.061944,-2.129444,CUENCA,ES
714,ES1859A,ES1859A-TALAVERA DE LA REINA,39.958056,-4.850833,TALAVERA DE LA REINA,ES
715,ES1860A,ES1860A-COBRE LAS CRUCES,37.555019,-6.036161,GUILLENA,ES
716,ES1861A,ES1861A-MANRESA-AJUNTAMENT,41.725000,1.828056,MANRESA,ES
717,ES1863A,ES1863A-ARRECIFE,28.976944,-13.547500,ARRECIFE,ES
718,ES1864A,ES1864A-COSTA TEGUISE,28.990311,-13.516550,TEGUISE,ES
719,ES1865A,ES1865A-CENTRO DE ARTE JUAN ISMAEL,28.500278,-13.852222,PUERTO DEL ROSARIO,ES
720,ES1866A,ES1866A-PARQUE DE LA PIEDRA,28.502500,-13.853611,PUERTO DEL ROSARIO,ES
721,ES1867A,ES1867A-FERROL,43.480556,-8.241389,FERROL,ES
722,ES1868A,ES1868A-COMPOSTELA,42.875833,-8.559167,SANTIAGO DE COMPOSTELA,ES
723,ES1869A,ES1869A-COSLADA,40.430000,-3.545833,COSLADA,ES
724,ES1870A,ES1870A-BARCELONA-PORT VELL,41.376667,2.188056,BARCELONA,ES
725,ES1871A,ES1871A-CENTRE DE DIA JOSEP TARRADELLAS,41.438889,2.011944,PAPIOL (EL),ES
726,ES1872A,ES1872A-SABADELL-IES ESCOLA INDUSTRIAL,41.550278,2.105833,SABADELL,ES
727,ES1873A,ES1873A-QA- CERCS (SANT CORNELI),42.193056,1.857222,CERCS,ES
728,ES1874A,ES1874A-CENTRE CIVI SANTA ANA,41.921389,2.258056,VIC,ES
729,ES1875A,ES1875A-ALGAR,36.649631,-5.661400,ALGAR,ES
730,ES1876A,ES1876A-JEDULA,36.741700,-5.921081,ARCOS DE LA FRONTERA,ES
731,ES1877A,ES1877A-ALMASSORA-C. P. OCHANDO,39.945278,-0.056389,ALMAZORA/ALMASSORA,ES
732,ES1878A,ES1878A-MATALASCAÑAS,37.016100,-6.570419,ALMONTE,ES
733,ES1879A,ES1879A-CASTELNOU,41.225278,0.356389,CASTELNOU,ES
734,ES1880A,ES1880A-HIJAR,41.180833,0.454444,HÍJAR,ES
735,ES1881A,ES1881A-PUIGMORENO,41.105833,-0.253889,ALCAÑIZ,ES
736,ES1882A,ES1882A-CARAVACA,38.114722,-1.868611,CARAVACA DE LA CRUZ,ES
737,ES1883A,ES1883A-TORRELISA,42.457778,0.181944,PUEYO DE ARAGUÁS (EL),ES
738,ES1884A,ES1884A-SAGUNT CEA,39.634167,-0.265833,SAGUNTO/SAGUNT,ES
739,ES1885A,ES1885A-VALÈNCIA-POLITÈCNIC,39.480278,-0.336389,VALENCIA,ES
740,ES1886A,ES1886A-BUÑOL CEMEX,39.427222,-0.783889,BUÑOL,ES
741,ES1887A,ES1887A-IES DE TONA,41.848056,2.223611,TONA,ES
742,ES1888A,ES1888A-CAP EL TEMPLE,40.807500,0.522222,TORTOSA,ES
743,ES1889A,ES1889A-SALAMANCA 6,40.960833,-5.639722,SALAMANCA,ES
744,ES1890A,ES1890A-ALCORCÓN 2,40.341944,-3.833889,ALCORCÓN,ES
745,ES1891A,ES1891A-GRANOLLERS,41.600833,2.288333,GRANOLLERS,ES
746,ES1892A,ES1892A-IR-BADALONA,41.449444,2.237778,BADALONA,ES
747,ES1893A,ES1893A-CENTRO CULTURAL ALFREDO KRAUSS,40.490833,-3.721111,MADRID,ES
748,ES1894A,ES1894A-JUNTA MUNICIPAL DE MORATALAZ,40.398611,-3.636944,MADRID,ES
749,ES1895A,ES1895A-RUBI-ESCARDIVOL,41.495556,2.031111,RUBÍ,ES
750,ES1896A,ES1896A-CA L'ANTIC - ELS MONJOS,41.321667,1.665278,SANTA MARGARIDA I ELS MONJOS,ES
751,ES1897A,ES1897A-CAMPANILLAS CIFA,36.727850,-4.560950,MÁLAGA,ES
752,ES1898A,ES1898A-CAMPILLOS,36.962300,-4.844831,CAMPILLOS,ES
753,ES1899A,ES1899A-ANTISTIANA - LA RÁPITA,41.309444,1.648333,SANTA MARGARIDA I ELS MONJOS,ES
754,ES1900A,ES1900A-BCN-IES VERDAGUER,41.388333,2.187778,BARCELONA,ES
755,ES1901A,ES1901A-SAN CAETANO,42.887778,-8.530833,SANTIAGO DE COMPOSTELA,ES
756,ES1903A,ES1903A-VILADECANS-ATRIUM,41.314722,2.015000,VILADECANS,ES
757,ES1904A,ES1904A-IT-BARCELONA (TORRE GIRONA),41.391113,2.117222,BARCELONA,ES
758,ES1905A,ES1905A-LUGO-FINGOY,42.998056,-7.550000,LUGO,ES
759,ES1906A,ES1906A-COLEGIO HOGAR,42.225834,-8.713333,VIGO,ES
760,ES1907A,ES1907A-CENTRO CIVICO,43.302222,-8.505556,ARTEIXO,ES
761,ES1908A,ES1908A-DIPOSIT AIGÜES-VALLCARCA,41.240278,1.857778,SITGES,ES
762,ES1909A,ES1909A-ESCOLA NAUTICA-L'AMETLLA,40.880656,0.799178,AMETLLA DE MAR (L'),ES
763,ES1910A,ES1910A-GAVA,41.303056,1.991667,GAVÀ,ES
764,ES1911A,ES1911A-ALBALAT DELS TARONGERS,39.705278,-0.336667,ALBALAT DELS TARONGERS,ES
765,ES1912A,ES1912A-VALÈNCIA - AVD. FRANCIA,39.457500,-0.342778,VALENCIA,ES
766,ES1913A,ES1913A-EL PINÓS,38.451667,-1.064722,PINOSO,ES
767,ES1914A,ES1914A-ELDA-LACY,38.454722,-0.803333,ELDA,ES
768,ES1915A,ES1915A-ALACANT-FLORIDA-BABEL,38.340278,-0.506667,ALICANTE/ALACANT,ES
769,ES1916A,ES1916A-CASTELLÓ - ITC,39.995833,-0.065000,CASTELLÓN DE LA PLANA/CASTELLÓ,ES
770,ES1917A,ES1917A-TORREBAJA,40.099444,-1.253889,TORREBAJA,ES
771,ES1918A,ES1918A-VALL D'ALBA PM,40.175000,-0.034444,VALL D'ALBA,ES
772,ES1919A,ES1919A-PARQUE DE SAN JUAN-TELDE,28.003611,-15.411667,TELDE,ES
773,ES1920A,ES1920A-LA HIDALGA-ARAFO,28.337222,-16.399722,ARAFO,ES
774,ES1921A,ES1921A-MOMPEAN,37.603056,-0.975278,CARTAGENA,ES
775,ES1922A,ES1922A-PALENCIA 3,42.019444,-4.538333,PALENCIA,ES
776,ES1923A,ES1923A-TONA - ZONA ESPORTIVA,41.846667,2.224722,TONA,ES
777,ES1924A,ES1924A-PALACIO CONGRESOS,37.165681,-3.600100,GRANADA,ES
778,ES1925A,ES1925A-PUENTE MAYORGA,36.180100,-5.382500,SAN ROQUE,ES
779,ES1926A,ES1926A-VALÈNCIA - MOLÍ DEL SOL,39.481111,-0.408333,VALENCIA,ES
780,ES1927A,ES1927A-ZAMORA 2,41.509722,-5.746389,ZAMORA,ES
781,ES1928A,ES1928A-BADALONA-GUARDIA URBANA,41.448056,2.228611,BADALONA,ES
782,ES1929A,ES1929A-IS-EL PRAT (JARDINS DE LA PAU),41.322500,2.098889,PRAT DE LLOBREGAT (EL),ES
783,ES1930A,ES1930A-L'AMETLLA DE MAR - DEIXALLERIA,40.903889,0.811111,AMETLLA DE MAR (L'),ES
784,ES1931A,ES1931A-L1-MONTCADA (CAN SANT JOAN),41.470833,2.185556,MONTCADA I REIXAC,ES
785,ES1933A,ES1933A-S2 - VALLCARCA,41.241044,1.856864,SITGES,ES
786,ES1934A,ES1934A-AGENCIA ESTATAL DE METEOROLOGÍA (AEMET),28.473056,-16.246944,SANTA CRUZ DE TENERIFE,ES
787,ES1936A,ES1936A-BREDA-CORREUS ANTIC,41.747222,2.558333,BREDA,ES
788,ES1937A,ES1937A-MENDEZ ALVARO,40.398056,-3.686667,MADRID,ES
789,ES1938A,ES1938A-CASTELLANA,40.439722,-3.690278,MADRID,ES
790,ES1939A,ES1939A-RETIRO,40.409722,-3.685556,MADRID,ES
791,ES1940A,ES1940A-PLAZA CASTILLA-CANAL,40.465833,-3.688333,MADRID,ES
792,ES1941A,ES1941A-ENSANCHE DE VALLECAS,40.372778,-3.611944,MADRID,ES
793,ES1942A,ES1942A-URBANIZACION EMBAJADA,40.462500,-3.580556,MADRID,ES
794,ES1943A,ES1943A-FERNANDEZ LADREDA-OPORTO,40.384722,-3.718611,MADRID,ES
795,ES1944A,ES1944A-SANCHINARRO,40.494167,-3.660278,MADRID,ES
796,ES1945A,ES1945A-EL PARDO,40.518056,-3.774444,MADRID,ES
797,ES1946A,ES1946A-JUAN CARLOS I,40.465000,-3.608889,MADRID,ES
798,ES1947A,ES1947A-TRES OLIVOS,40.500556,-3.689722,MADRID,ES
799,ES1948A,ES1948A-R2-VANDELLÒS I L'H (BARRAC DEL TERME),40.941389,0.832500,VANDELLÒS I L'HOSPITALET DE L',ES
800,ES1949A,ES1949A-PUERTO DE SANTA CRUZ DE TENERIFE,28.468334,-16.246389,SANTA CRUZ DE TENERIFE,ES
801,ES1950A,ES1950A-SERVICIO CANARIO DE EMPLEO,28.455557,-16.278610,SANTA CRUZ DE TENERIFE,ES
802,ES1951A,ES1951A-ESTACIÓN DE SERVICIO DISA. AVENIDA PENETRACIÓN,28.451944,-16.261667,SANTA CRUZ DE TENERIFE,ES
803,ES1952A,ES1952A-POLIDEPORTIVO AFONSO-ARUCAS,28.111389,-15.521111,ARUCAS,ES
804,ES1953A,ES1953A-PARQUE LAS REHOYAS- LAS PALMAS DE GC,28.107500,-15.430000,PALMAS DE GRAN CANARIA (LAS),ES
805,ES1954A,ES1954A-BALSA DE ZAMORA-LOS REALEJOS,28.383056,-16.570833,REALEJOS (LOS),ES
806,ES1955A,ES1955A-CIUDAD DEPORTIVA-ARRECIFE,28.967778,-13.555833,ARRECIFE,ES
807,ES1956A,ES1956A-SAN ANTONIO-BREÑA BAJA,28.645278,-17.771111,BREÑA BAJA,ES
808,ES1957A,ES1957A-TORRE DE HÉRCULES,43.382500,-8.408889,CORUÑA (A),ES
809,ES1960A,ES1960A-A CABANA,43.492778,-8.250278,FERROL,ES
810,ES1962A,ES1962A-ALSASUA 2,42.904722,-2.160278,ALTSASU/ALSASUA,ES
811,ES1963A,ES1963A-ESTACIÓN DE LA SAGRA (ILLESCAS),40.119167,-3.833056,ILLESCAS,ES
812,ES1964A,ES1964A-SANT FELIU (CEIP MARTÍ I POL),41.387778,2.058611,SANT FELIU DE LLOBREGAT,ES
813,ES1965A,ES1965A-SANT JUST (CEIP MONTSENY),41.383056,2.067500,SANT JUST DESVERN,ES
814,ES1966A,ES1966A-ALCAÑIZ CAPUCHINOS,41.054167,-0.138889,ALCAÑIZ,ES
815,ES1967A,ES1967A-SEGOVIA 2,40.955556,-4.110556,SEGOVIA,ES
816,ES1968A,ES1968A-ALACANT - RABASSA,38.351111,-0.513889,ALICANTE/ALACANT,ES
817,ES1969A,ES1969A-LA VALL D'UIXÓ,39.823611,-0.244444,VALL D'UIXÓ (LA),ES
818,ES1970A,ES1970A-VALÈNCIA - BULEVARD SUD,39.450278,-0.396389,VALENCIA,ES
819,ES1971A,ES1971A-VILLAHARTA,38.137931,-4.903969,VILLAHARTA,ES
820,ES1972A,ES1972A-OBEJO,38.132461,-4.801731,OBEJO,ES
821,ES1973A,ES1973A- CIUDAD DEPORTIVA,37.135561,-3.619250,ARMILLA,ES
822,ES1974A,ES1974A-MONTEVIL,43.516667,-5.670556,GIJÓN,ES
823,ES1975A,ES1975A-DEPÓSITO TRISTÁN-STA CRUZ DE TF,28.458056,-16.278889,SANTA CRUZ DE TENERIFE,ES
824,ES1976A,ES1976A-VUELTA LOS PÁJAROS-STA CRUZ DE TF,28.461667,-16.276389,SANTA CRUZ DE TENERIFE,ES
825,ES1977A,ES1977A-CAMPING TEMISAS-STA LUCÍA DE T.,27.898333,-15.488333,SANTA LUCÍA DE TIRAJANA,ES
826,ES1978A,ES1978A-CASA PALACIO-PUERTO DEL ROSARIO,28.498381,-13.860833,PUERTO DEL ROSARIO,ES
827,ES1979A,ES1979A-LA GRAMA-BREÑA ALTA,28.667778,-17.775556,BREÑA ALTA,ES
828,ES1980A,ES1980A-EL PILAR-STA CRUZ DE LA PALMA,28.685278,-17.764444,SANTA CRUZ DE LA PALMA,ES
829,ES1981A,ES1981A-PLAZA PASTORIZA,43.347222,-8.467222,ARTEIXO,ES
830,ES1982A,ES1982A-MONTSEC (OAM),42.051389,0.729444,SANT ESTEVE DE LA SARGA,ES
831,ES1983A,ES1983A-EL PRAT DE LLOBREGAT (CEM SAGNIER),41.321667,2.082222,PRAT DE LLOBREGAT (EL),ES
832,ES1984A,ES1984A-SARIÑENA ESCUELAS,41.797778,-0.156111,SARIÑENA,ES
833,ES1985A,ES1985A-SARIÑENA LAVADERO,41.800833,-0.155833,SARIÑENA,ES
834,ES1986A,ES1986A-ARANDA DE DUERO 2,41.665556,-3.688889,ARANDA DE DUERO,ES
835,ES1987A,ES1987A-MEDINA DE POMAR,42.951944,-3.475278,MEDINA DE POMAR,ES
836,ES1988A,ES1988A-LEÓN 4,42.575278,-5.566389,LEÓN,ES
837,ES1989A,ES1989A-LARIO,43.041389,-5.089722,BURÓN,ES
838,ES1990A,ES1990A-EL MAILLO,40.569722,-6.223889,MAÍLLO (EL),ES
839,ES1991A,ES1991A-MURIEL DE LA FUENTE,41.723611,-2.856944,MURIEL DE LA FUENTE,ES
840,ES1992A,ES1992A-BARCELONA (PALAU REAL),41.394722,2.116667,BARCELONA,ES
841,ES1993A,ES1993A-PARQUE JOYERO,37.875219,-4.815831,CÓRDOBA,ES
842,ES1994A,ES1994A-LA MISERICÒRDIA,39.574167,2.647500,PALMA DE MALLORCA,ES
843,ES1995A,ES1995A-SANT JOAN DE DÉU,39.546389,2.701111,PALMA DE MALLORCA,ES
844,ES1996A,ES1996A-BÉDAR,37.193419,-1.985400,BÉDAR,ES
845,ES1997A,ES1997A-PLASENCIA,40.077778,-6.147222,PLASENCIA,ES
846,ES1998A,ES1998A-CENTRO INTEGRADO ARGANZUELA,40.402500,-3.695000,MADRID,ES
847,ES1999A,ES1999A-GIRONA (ESCOLA DE MÚSICA),41.976389,2.816667,GIRONA,ES
848,ES2000A,ES2000A-PISCINA MUNICIPAL-STA CRUZ DE TF,28.458056,-16.263333,SANTA CRUZ DE TENERIFE,ES
849,ES2001A,ES2001A-CORTES DE PALLÁS,39.260833,-0.934444,CORTES DE PALLÁS,ES
850,ES2002A,ES2002A-TEFÍA-PUERTO DEL ROSARIO,28.527222,-14.004444,PUERTO DEL ROSARIO,ES
851,ES2003A,ES2003A-TENA ARTIGAS-STA CRUZ DE TENERIFE,28.455278,-16.276944,SANTA CRUZ DE TENERIFE,ES
852,ES2004A,ES2004A-LA LOMA-TELDE,28.026389,-15.414722,TELDE,ES
853,ES2005A,ES2005A-CEE,42.953611,-9.186111,CEE,ES
854,ES2006A,ES2006A-DUMBRIA,43.008889,-9.118889,DUMBRÍA,ES
855,ES2007A,ES2007A-VALLE,37.574444,-0.926667,CARTAGENA,ES
856,ES2008A,ES2008A-TORREVIEJA,37.991111,-0.690000,TORREVIEJA,ES
857,ES2009A,ES2009A-ALCANAR (DEPURADORA),40.578889,0.548056,ALCANAR,ES
858,ES2010A,ES2010A-LA RUBIA II,41.630000,-4.740556,VALLADOLID,ES
859,ES2013A,ES2013A-ARZÚA,42.932867,-8.162306,ARZÚA,ES
860,ES2014A,ES2014A-LAZA,42.061667,-7.408542,LAZA,ES
861,ES2016A,ES2016A-MARÍN,42.388611,-8.709722,MARÍN,ES
862,ES2018A,ES2018A-ALGAR DE PALÀNCIA,39.782222,-0.359167,ALGAR DE PALANCIA,ES
863,ES2019A,ES2019A-VILAMARXANT,39.564722,-0.625556,VILAMARXANT,ES
864,ES2020A,ES2020A-GARCÍA ESCÁMEZ-STA CRUZ DE TF,28.456742,-16.271836,SANTA CRUZ DE TENERIFE,ES
865,ES2021A,ES2021A-PARQUE LA GRANJA-STA CRUZ DE TF,28.463006,-16.264881,SANTA CRUZ DE TENERIFE,ES
866,ES2022A,ES2022A-DEPÓSITO LA GUANCHA-CANDELARIA,28.380161,-16.368333,CANDELARIA,ES
867,ES2023A,ES2023A-LAS BALSAS-S.ANDRÉS Y SAUCES,28.805103,-17.782553,SAN ANDRÉS Y SAUCES,ES
868,ES2024A,ES2024A-ECHEDO-VALVERDE,27.831803,-17.921711,VALVERDE,ES
869,ES2025A,ES2025A-EL CHARCO-PTO DEL ROSARIO,28.506156,-13.848975,PUERTO DEL ROSARIO,ES
870,ES2026A,ES2026A-FERNÁN PÉREZ,36.895100,-2.046719,NÍJAR,ES
871,ES2027A,ES2027A-BADALONA (ASSEMBLEA DE CATALUNYA),41.452500,2.249167,BADALONA,ES
872,ES2028A,ES2028A-GETAFE,40.314583,-3.716861,GETAFE,ES
873,ES2029A,ES2029A-ÁVILA 2,40.664722,-4.700833,ÁVILA,ES
874,ES2030A,ES2030A-MARBELLA ARCO,36.511000,-4.863000,MARBELLA,ES
875,ES2034A,ES2034A-JUNEDA (PLA DE MOLÍ),41.544167,0.829722,JUNEDA,ES
876,ES2036A,ES2036A-VINARÒS PLANTA,40.546111,0.425000,VINARÒS,ES
877,ES2037A,ES2037A-VINARÒS PLATAFORMA,40.383333,0.709167,VINARÒS,ES
878,ES2038A,ES2038A-TIO PINO-STA CRUZ DE TENERIFE,28.459311,-16.270200,SANTA CRUZ DE TENERIFE,ES
879,ES1540A,MAJADAHONDA,40.458057,-3.863903,MAJADAHONDA,ES
880,ES0231A,TERRAZA DEL EDIF. SERV.TERRIT.,42.008335,-4.566667,PALENCIA,ES
0,PT03008,005 AS Estadio Alfredo da Silva,38.661392,-9.051123,BARREIRO,PT
1,PT01049,Afonso Henriques-Águas Santas,41.198611,-8.575556,"MAIA, PORTO LITORAL",PT
2,PT05006,Afonso III,37.020554,-7.925841,"FARO, FARO/OLHÃO",PT
3,PT03082,Alfragide/Amadora,38.738888,-9.207505,"AMADORA, AML NORTE",PT
4,PT03018,Alto Seixalinho,38.648891,-9.063066,,PT
5,PT03098,Alto do Seixalinho,38.649445,-9.063066,BARREIRO,PT
6,PT03101,Alverca,38.896114,-9.040556,VILA FRANCA DE XIRA,PT
7,PT01054,Anta-Espinho,40.999400,-8.623330,ESPINHO,PT
8,PT03093,Arcos,38.529167,-8.894175,"SETUBAL, SETÖBAL",PT
9,PT03006,Arroteias,38.636948,-9.001683,BARREIRO,PT
10,PT01026,Augusto Gomes-Matosinhos,41.110832,-8.404725,"MATOSINHOS, PORTO LITORAL",PT
11,PT01032,Av.24-Espinho,41.013054,-8.636947,"ESPINHO, PORTO LITORAL",PT
12,PT02017,Aveiro,40.380833,-8.384736,"AVEIRO, AVEIRO/ ILHAVO",PT
13,PT03073,Avenida Casal Ribeiro,38.732502,-9.142509,"LISBOA, AML NORTE",PT
14,PT03075,Avenida da Liberdade,38.721111,-9.146122,"LISBOA, AML NORTE",PT
15,PT01053,Avintes,41.096660,-8.555830,GAIA,PT
16,PT03007,Baixa da Banheira,38.658890,-9.047236,BARREIRO,PT
17,PT03070,Beato,38.733334,-9.113623,"LISBOA, AML NORTE",PT
18,PT03074,Benfica,38.751945,-9.200842,"LISBOA, AML NORTE",PT
19,PT01052,Burgães-Santo Tirso,41.359997,-8.460800,SANTO TIRSO,PT
